EVTOPTC_MNM_4610_money;Start planning the theft of §YOld World Money§!!;;;;;;;;;;;;;x

succ_libertarian_elective;Appointment;;;;;;;;;;;;;x
libertarian_elective;Appointment;;;;;;;;;;;;;x

succ_mib_elective;Appointment;;;;;;;;;;;;;x
mib_elective;Appointment;;;;;;;;;;;;;x

# Hamiltonians/Madisonians

hamiltonian;Madisonian;;;;;;;;;;;;;x
hamiltonian_DESC;Madisonians differ from mainstream Americanism in that they consider the judicary the supreme branch of the government. Legends of Justices of the Supreme Court fighting against tyrannical Presidents and Congressmen have filled them with a conviction that a Chief Justice of the Supreme Court is the superior authority on all matters spiritual and temporal.;;;;;;;;;;;;;x
THE_CODE_OF_LAWS;The Code of Laws;;;;;;;;;;;;;x
GOD_THE_JUSTICES;The Justices;;;;;;;;;;;;;x
GOD_GARNER;Garner;;;;;;;;;;;;;x

gov_supreme_court;Supreme Court;;;;;;;;;;;;;x

d_supreme_court;The Supreme Court;;;;;;;;;;;;;x
d_supreme_court_adj;Supreme Judical;;;;;;;;;;;;;x
JUDICARY;Judicary;;;;;;;;;;;;;x
CHIEF_JUSTICE;Chief Justice;;;;;;;;;;;;;x
create_supreme_court;Restore the Supreme Court;;;;;;;;;;;;;x
create_supreme_court_desc;If I am patriotic enough and control Washington, I can restore the Supreme Court to its rightful place, so that it may guide all patriots, as says [Root.Religion.GetScriptureName].;;;;;;;;;;;;;x
restore_supreme_court_in_dc;Restore the Supreme Court in Washington;;;;;;;;;;;;;x
restore_supreme_court_in_dc_desc;The Chief Justice has lost control of Washington, but it is within my power to restore the Capital to him!;;;;;;;;;;;;;x
EVTDESC_ATE_WWW_RELIGION_1_A;Washington, for centuries the capitol of the United States, is in Madisonian hands. This has given me an opportunity to restore the Supreme Court to its rightful place, so that it may guide all patriots, as says [Root.Religion.GetScriptureName].;;;;;;;;;;;;;x
EVTDESC_ATE_WWW_RELIGION_1_B;Washington, for centuries the capitol of the United States, is in Madisonian hands. [From.GetTitledFirstName] has therefore seen fit to restore the Supreme Court to its rightful place, claiming that it is Madison's will.;;;;;;;;;;;;;x
EVTOPTA_ATE_WWW_RELIGION_1;Et Pluribus Unum!;;;;;;;;;;;;;
EVTDESC_ATE_WWW_RELIGION_3_A;I have granted Washington to its rightful ruler, so that the Chief Justice may adjudicate in the building of the Supreme Court. The Chief Justice shall soon take up [d_supreme_court.Holder.GetHerHis] abode in the offices historically occupied by [d_supreme_court.Holder.GetHerHis] pre-Calamity predecessors.;;;;;;;;;;;;;x
EVTDESC_ATE_WWW_RELIGION_3_B;[From.GetTitledFirstName] has granted Washington to its rightful ruler, so that the Chief Justice may adjudicate in the building of the Supreme Court. The Chief Justice shall soon take up [d_supreme_court.Holder.GetHerHis] abode in the offices historically occupied by [d_supreme_court.Holder.GetHerHis] pre-Calamity predecessors.;;;;;;;;;;;;;x
title_hamiltonian_justice;Justice;;;;;;;;;;;;;x
expected_next_title_hamiltonian_justice;Expected Next Justice;;;;;;;;;;;;;x
expected_next_title_hamiltonian_justice_tooltip;This judge is probably next in line for a Justiceship when one becomes available.;;;;;;;;;;;;;x
best_candidate_title_hamiltonian_justice;My Best Justice Candidate;;;;;;;;;;;;;x
best_candidate_title_hamiltonian_justice_tooltip;Of all the judges in my realm, this one is the likeliest to get appointed Justice by the Chief Justice.;;;;;;;;;;;;;x
PREFERATI_HAMILTONIAN;Senior Justice;;;;;;;;;;;;;x
PREFERATI_HAMILTONIAN_TOOLTIP;The Senior Justice of the Supreme Court is the judge next in line to become Chief Justice;;;;;;;;;;;;;x
COLLEGE_OF_CARDINALS_HAMILTONIAN;Supreme Court;;;;;;;;;;;;;x
CAMPAIGN_FUND_HAMILTONIAN;Campaign Donation;;;;;;;;;;;;;x
JUDGE_FOA;Your Honor;;;;;;;;;;;;;x
CB_NAME_DEPOSE_IMPIOUS_JUDGE;Depose Impious [Root.RelHead.GetTitle];;;;;;;;;;;;;x
WAR_NAME_DEPOSE_IMPIOUS_JUDGE;$FIRST_ADJ$ War for the [Root.GetConclaveName];;;;;;;;;;;;;x
depose_impious_judge_desc;A war over the [Root.GetConclaveName], and what is the righteous way forward for the faith.;;;;;;;;;;;;;x
depose_impious_judge_modifier;Overthrew immoral [Root.RelHead.GetTitle];;;;;;;;;;;;;x
failed_to_depose_impious_judge_modifier;Impious [Root.RelHead.GetTitle] won the war for the [Root.GetConclaveName];;;;;;;;;;;;;x
scorned_the_judge;By not seeking legitimacy directly from the [Root.GetConclaveName], your inauguration will §ROffend§! the §Y[Root.RelHead.GetTitle]§!.;;;;;;;;;;;;;x

string_crowned_by_bishop_alive_desc;the [coronation_priest_per.GetTitle] of [coronation_priest_per.Capital.GetName];[coronation_priest_per.Get_only_le_Title][coronation_priest_per.GetTitle] de [coronation_priest_per.Capital.GetName];[coronation_priest_per.Getdemder] [coronation_priest_per.GetTitle] von [coronation_priest_per.Capital.GetName];;el [coronation_priest_per.GetTitle] de [coronation_priest_per.Capital.GetName];;;;;;;;x
string_crowned_by_bishop_dead_desc;a notable [Root.GetPriest];un prélat de l'Église;einem angesehenen Prälaten der Kirche;;un prelado notable de la Iglesia;;;;;;;;x

inaug_by_judge;Inaugurated by Judge;;;;;;;;;;;;;x
inaug_by_judge_desc;This ruler was inaugurated by a minor judge.\nA formal inauguration is considered by many a fundamental step in the legitimization of any proper [Root.Religion.GetName] [Root.GetTitle].;;;;;;;;;;;;;x

inaug_by_cjudge;Inaugurated by High Judge;;;;;;;;;;;;;x
inaug_by_cjudge_desc;This ruler was inaugurated by [Root.GetCrownedByDesc].\nA formal inauguration is considered by many a fundamental step in the legitimization of any proper [Root.Religion.GetName] [Root.GetTitle].;;;;;;;;;;;;;x

inaug_by_sjudge;Inaugurated by the [Root.RelHead.GetTitle];;;;;;;;;;;;;x
inaug_by_sjudge_desc;This ruler was inaugurated by the [Root.RelHead.GetTitle].\nA formal inauguration is considered by many a fundamental step in the legitimization of any proper [Root.Religion.GetName] [Root.GetTitle].;;;;;;;;;;;;;x

inaug_prez;Inaugurated President;;;;;;;;;;;;;x
inaug_prez_desc;This President was inaugurated by [Root.GetCrownedByDesc].\nA formal inauguration is considered by many a fundamental step in the legitimization of any proper President.;;;;;;;;;;;;;x

EVTOPTZAFI1;Only the [Root.RelHead.GetTitle] will do!;;;;;;;;;;;;;x
sendforsupremejudge;Write a letter to [Root.RelHead.GetTitledFirstName], asking [Root.RelHead.GetSheHe] to inaugurate you as [Root.GetTitle].;;;;;;;;;;;;;x
EVTDESCBAFI5;To the Illuminating [Root.GetTitledName],\nI shall be honored to officiate [Root.GetHerHisCap] [Root.GetHonorific]'s inauguration, provided that [Root.GetHerHisCap] [Root.GetHonorific] donates a sizable sum of money to [Root.RelHead.GetTitle]'s preservation efforts as a show of [Root.GetHerHisCap] devotion.\n\nEver [Root.GetHerHis] [Root.GetHonorific]'s servant\n[From.GetTitledName];;;;;;;;;;;;;x
EVTDESCDAFI100;Now that I have the [Root.RelHead.GetTitle] to officiate my inauguration, I must decide how much I wish to spend on the ceremony leading up to it.;;;;;;;;;;;;;x
VERY_WELL;Very well.;;;;;;;;;;;;;x
tooltip_gain_inaug_by_sjudge;[Root.GetTitledName] gains the trait Inaugurated by the [Root.RelHead.GetTitle];;;;;;;;;;;;;x
EVTDESCAFI200;To the Illustrious [Root.GetTitledName],\nI shall be honored to officiate [Root.GetHerHisCap] [Root.GetHonorific]'s inauguration, provided that [Root.GetHerHisCap] [Root.GetHonorific] show [Root.GetHerHisCap] devotion by organizing a private feast in honor of an ardent servant of Justice such as I am.\n\nEver [Root.GetHerHis] [Root.GetHonorific]'s servant\n[From.GetTitledName];;;;;;;;;;;;;x
EVTDESCHFA20240;To the Patriotic [Root.GetTitledName],\nI shall be honored to officiate [Root.GetHerHisCap] [Root.GetHonorific]'s inauguration, provided that [Root.GetHerHisCap] [Root.GetHonorific] show [Root.GetHerHisCap] devotion by donating the [scoped_artifact.GetName] [Root.GetSheHe] holds for the good of all patriots.;;;;;;;;;;;;;x
EVTDESCAFI202;To [Root.GetTitledName],\nI shall be glad to conduct your inauguration, as [Root.GetHighGodName] intended - as soon as you recognize that the Judicary is no servant to any ruler, but to blind and fair Justice, equal and independent for all. \n\nSincerely,\n[From.GetTitledName];;;;;;;;;;;;;x
EVTDESCBAFI202;To [Root.GetTitledName],\nI shall be glad to conduct your inauguration, as [Root.GetHighGodName] intended - as soon as you recognize that the Order is no servant to any earthly ruler, but to our illustrious Lady.\n\nSincerely,\n[From.GetTitledName];;;;;;;;;;;;;x
EVTOPTBAFI202;[Root.RelHead.GetTitle] or not, you are still my vassal.;;;;;;;;;;;;;x
EVTDESCAFI203;To [Root.GetTitledName],\nI shall be glad to conduct your inauguration, as soon as you make a one-time increase to the budget of the Judicary. \n\nSincerely,\n[From.GetTitledName];;;;;;;;;;;;;x
EVTDESCBAFI203;To [Root.GetTitledName],\nI shall be glad to conduct your inauguration, as soon as you make a donation to the Order of Our Lady Liberty. \n\nSincerely,\n[From.GetTitledName];;;;;;;;;;;;;x
EVTDESCHFA20213;To [Root.GetTitledName],\nI shall be glad to conduct your inauguration, as soon as you officially proclaim that it is no business of the [Root.GetTitle] to appoint members of the judicary. \n\nSincerely,\n[From.GetTitledName];;;;;;;;;;;;;x
EVTDESCAFI205;To [Root.GetTitledName],\nI shall be glad to conduct your inauguration, as soon as you prove your devotion to [From.Religion.GetHighGodNameCap] by waging war against a most criminal ruler whose wickedness made worthy of official censure. \n\nSincerely,\n[From.GetTitledName];;;;;;;;;;;;;x
EVTDESCAFI206;To [Root.GetTitledName],\nI shall be glad to conduct your inauguration, but first, let us celebrate this joyous occasion with a lavish feast. \n\nSincerely,\n[From.GetTitledName];;;;;;;;;;;;;x
EVTDESCHFBAFI208;[FromFrom.GetTitledFirstName] made good use of my money: the mansion in [FromFrom.Location.GetName] has been filled to the brim with wine and whores. Soon after the start of the celebration for my upcoming coronation, the crowd of lechers and drunks invited to the party are already debasing themselves in the most abominable acts imaginable.;;;;;;;;;;;;;x
EVTDESCBAFI212;When my guards come to recover me in the morning, I barely remember anything of what has happened last night. I am fairly certain to remember, amongst other things, seeing [coronation_priest.GetTitledFirstName] crown me on top of a fountain of wine, as naked as on the day [coronation_priest.GetSheHe] was born.;;;;;;;;;;;;;x

# Militarists

jeffersonian;Militarist;;;;;;;;;;;;;x
jeffersonian_DESC;Militarism is a splinter Americanist movement that formed as a consequence of the death of President Wyatt Kelleher at the hands of the Deitsch. Finding inspiration in the legends of America's ancient heroes, the United States Military, the Militarists have denounced the Post-Event Presidency as a pathetic farce, and sworn that they shall one day reunite America, by fire and sword if need be.;;;;;;;;;;;;;x
GOD_ROOSEVELT;Roosevelt;;;;;;;;;;;;;x
GOD_EISENHOWER;Eisenhower;;;;;;;;;;;;;x
GOD_REAGAN;Reagan;;;;;;;;;;;;;x
GOD_TRUMAN;Truman;;;;;;;;;;;;;x
GOD_JACKSON;Jackson;;;;;;;;;;;;;x
GOD_CHAIN_OF_COMMAND;The Chain Of Command;;;;;;;;;;;;;x
GOD_HIGH_COMMAND;High Command;;;;;;;;;;;;;x
GOD_THE_GENERALS;The Generals;;;;;;;;;;;;;x
THE_ARTICLES_OF_WAR;Articles of War;;;;;;;;;;;;;x
MILITARY_OPERATION;Campaign;;;;;;;;;;;;;x
THE_DRAFT_DODGER;The Draft Dodger;;;;;;;;;;;;;x

militarist_bloodline_TT;Is a Militarist;;;;;;;;;;;;;x

high_commander_bloodline;Blood of Supreme Commander [Root.GetOnlyDynastyName];;;;;;;;;;;;;x
high_commander_bloodline_desc;This character is a descendant of the brave Supreme Commander [Root.GetOnlyDynastyName], who restored the Supreme Allied Command, to which all Militarists answer to.;;;;;;;;;;;;;x 

high_commander_female_bloodline;Blood of Supreme Commander [Root.GetOnlyDynastyName];;;;;;;;;;;;;x
high_commander_female_bloodline_desc;This character is a descendant of the brave Supreme Commander [Root.GetOnlyDynastyName], who restored the Supreme Allied Command, to which all Militarists answer to.;;;;;;;;;;;;;x 

militarist_government;Militarist Feudal;;;;;;;;;;;;;x
militarist_government_desc;The Militarist Feudal government, much like the ordinary Feudal government, revolves around the oath between liege and vassal, and Militarist Feudal lords can only directly own so many Holdings before they must start to rely on vassals - whose loyalty may vary... The Militarist Feudal government is unique to the [jeffersonian.GetName] faith, and forces a unique succession form on all Militarist Feudal subjects above Count tier, where the direct liege chooses the successor of the vassals below them. Rulers are not allowed to imprison vassals or revoke their titles unless they have broken the law. If you should convert to a non-[jeffersonian.GetName] religion, or become a vassal of a non-[jeffersonian.GetName] ruler, your government form will change to Feudal.;;;;;;;;;;;;;x
